age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
25-34,1L-2L,Tier 1,Rarely,Definitely,Low,0%,3.48,211260,1
45+,2L+,Tier 1,Occasionally,Maybe,Low,0%,3.97,300000,1
35-44,50K-1L,Tier 2,Frequently,Definitely,Low,0%,1.68,155472,1
18-24,25-50K,Tier 3,Occasionally,No,Medium,10-20%,1.78,134432,0
35-44,50K-1L,Tier 3,Rarely,No,High,40%+,4.56,199789,1
35-44,25-50K,Tier 2,Never,No,Medium,20-40%,4.0,120309,1
25-34,2L+,Tier 2,Never,Definitely,High,10-20%,4.63,296180,1
25-34,25-50K,Tier 1,Never,Definitely,Medium,40%+,4.03,155980,0
25-34,1L-2L,Tier 1,Frequently,Maybe,Low,40%+,3.39,230134,1
45+,<25K,Tier 1,Rarely,Maybe,High,10-20%,3.62,110062,0
45+,<25K,Tier 2,Occasionally,Maybe,Low,10-20%,4.56,116030,1
35-44,2L+,Tier 3,Occasionally,Maybe,High,20-40%,3.32,300000,1
35-44,1L-2L,Tier 1,Occasionally,Definitely,High,0%,3.53,226106,1
18-24,50K-1L,Tier 2,Occasionally,Definitely,Low,0%,1.63,144703,1
35-44,1L-2L,Tier 3,Frequently,Maybe,Low,20-40%,2.9,216728,1
35-44,<25K,Tier 2,Frequently,Definitely,Low,20-40%,3.87,92624,0
25-34,<25K,Tier 1,Rarely,Definitely,Medium,0%,2.08,81715,0
25-34,1L-2L,Tier 2,Occasionally,Definitely,High,10-20%,1.81,174668,1
25-34,1L-2L,Tier 2,Never,Definitely,High,0%,2.26,222437,0
25-34,<25K,Tier 2,Frequently,Maybe,High,40%+,1.97,72861,0
25-34,50K-1L,Tier 2,Rarely,Maybe,Low,40%+,1.86,163049,0
18-24,2L+,Tier 3,Rarely,Definitely,High,20-40%,2.7,300000,1
18-24,2L+,Tier 1,Frequently,No,High,0%,4.63,300000,1
18-24,1L-2L,Tier 3,Never,Maybe,Low,0%,3.03,256503,1
25-34,2L+,Tier 2,Never,Maybe,Low,40%+,1.75,263180,1
45+,<25K,Tier 2,Occasionally,No,High,0%,1.31,81849,0
25-34,<25K,Tier 1,Frequently,Maybe,Medium,20-40%,3.78,120501,0
25-34,1L-2L,Tier 1,Never,No,Low,20-40%,2.53,251533,1
18-24,1L-2L,Tier 3,Frequently,No,Medium,40%+,4.29,221057,1
25-34,1L-2L,Tier 3,Rarely,Definitely,Medium,0%,3.64,231326,1
18-24,50K-1L,Tier 1,Rarely,Maybe,Medium,0%,4.18,184896,1
25-34,2L+,Tier 3,Rarely,No,Medium,40%+,2.09,280685,1
35-44,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,3.77,251427,1
45+,25-50K,Tier 2,Occasionally,Maybe,High,10-20%,2.06,103822,0
45+,25-50K,Tier 1,Occasionally,Definitely,High,0%,4.76,148956,1
18-24,<25K,Tier 3,Never,Definitely,Low,20-40%,3.55,45101,0
35-44,2L+,Tier 2,Frequently,No,Low,10-20%,2.3,300000,1
45+,1L-2L,Tier 1,Occasionally,Maybe,Medium,0%,2.08,210552,1
18-24,25-50K,Tier 3,Frequently,Definitely,Medium,10-20%,1.76,118717,0
25-34,2L+,Tier 2,Occasionally,No,Low,40%+,3.78,281607,1
25-34,<25K,Tier 3,Rarely,No,High,10-20%,1.87,91620,0
35-44,50K-1L,Tier 3,Rarely,Definitely,Medium,10-20%,3.38,127049,1
45+,2L+,Tier 3,Never,Definitely,Low,40%+,2.06,270267,1
25-34,2L+,Tier 1,Rarely,No,Low,20-40%,3.65,284383,1
18-24,50K-1L,Tier 2,Occasionally,Definitely,Low,0%,4.26,183527,0
25-34,2L+,Tier 1,Never,Definitely,Medium,20-40%,4.11,300000,1
25-34,<25K,Tier 2,Never,Maybe,Low,20-40%,4.04,72653,0
45+,<25K,Tier 2,Rarely,No,High,10-20%,1.75,82935,0
45+,50K-1L,Tier 1,Frequently,Definitely,Low,0%,1.35,170625,0
18-24,1L-2L,Tier 1,Rarely,No,Medium,10-20%,3.8,263230,0
35-44,25-50K,Tier 2,Rarely,Maybe,High,40%+,2.47,111356,0
35-44,1L-2L,Tier 2,Never,No,High,20-40%,2.73,212640,1
25-34,2L+,Tier 2,Rarely,No,Low,20-40%,1.12,283121,1
18-24,25-50K,Tier 3,Occasionally,No,Low,40%+,2.04,128906,0
35-44,50K-1L,Tier 2,Never,Maybe,High,0%,1.13,130401,0
35-44,50K-1L,Tier 1,Rarely,Maybe,Low,20-40%,4.52,184413,1
25-34,25-50K,Tier 1,Frequently,No,Medium,20-40%,1.97,127427,0
18-24,<25K,Tier 1,Occasionally,No,High,0%,3.23,99055,0
35-44,25-50K,Tier 2,Frequently,Maybe,Low,10-20%,1.16,98015,0
45+,2L+,Tier 2,Occasionally,Definitely,High,40%+,3.67,228414,1
45+,<25K,Tier 3,Frequently,Maybe,Low,0%,2.29,83364,0
25-34,50K-1L,Tier 3,Rarely,No,Low,40%+,4.59,171493,0
25-34,25-50K,Tier 1,Occasionally,Definitely,Medium,40%+,4.55,105153,0
25-34,1L-2L,Tier 3,Never,Definitely,Low,20-40%,2.3,166353,1
25-34,1L-2L,Tier 3,Never,Definitely,Low,0%,4.6,262279,1
35-44,2L+,Tier 1,Frequently,Maybe,Low,40%+,4.98,300000,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Medium,10-20%,4.3,238486,1
25-34,25-50K,Tier 3,Frequently,Maybe,Low,40%+,4.38,171580,0
25-34,25-50K,Tier 2,Occasionally,Maybe,Low,20-40%,2.0,132746,0
35-44,1L-2L,Tier 1,Never,No,Low,10-20%,3.31,265426,1
25-34,25-50K,Tier 1,Rarely,Definitely,High,10-20%,1.27,84845,0
25-34,2L+,Tier 3,Occasionally,No,Medium,0%,1.38,263108,1
18-24,<25K,Tier 1,Frequently,Maybe,High,10-20%,5.0,67665,1
45+,2L+,Tier 1,Never,Maybe,Medium,0%,2.31,268512,1
25-34,2L+,Tier 1,Frequently,No,Medium,0%,3.99,284927,1
35-44,25-50K,Tier 3,Rarely,Definitely,High,10-20%,4.23,154832,0
18-24,<25K,Tier 3,Rarely,Definitely,Medium,0%,4.43,95211,0
35-44,25-50K,Tier 3,Never,Maybe,Medium,0%,4.99,162368,1
18-24,50K-1L,Tier 1,Occasionally,Maybe,High,10-20%,1.97,183768,0
18-24,25-50K,Tier 2,Rarely,Maybe,Low,20-40%,1.16,154698,1
25-34,25-50K,Tier 1,Rarely,Maybe,Medium,40%+,2.64,120094,0
25-34,25-50K,Tier 3,Rarely,Definitely,High,0%,1.52,96379,1
25-34,<25K,Tier 2,Rarely,No,Medium,0%,1.09,65821,0
45+,25-50K,Tier 2,Frequently,Definitely,High,10-20%,2.44,108354,0
45+,<25K,Tier 3,Frequently,No,Low,40%+,4.13,120939,0
35-44,1L-2L,Tier 2,Occasionally,Maybe,Medium,40%+,3.26,226935,1
25-34,50K-1L,Tier 2,Never,Maybe,Low,0%,2.25,161188,1
45+,<25K,Tier 3,Never,No,Low,10-20%,3.62,76773,0
25-34,1L-2L,Tier 2,Never,Maybe,High,20-40%,1.93,233668,1
45+,<25K,Tier 2,Rarely,Definitely,Medium,40%+,1.06,57445,0
45+,<25K,Tier 3,Frequently,Maybe,Medium,20-40%,4.06,77766,0
18-24,50K-1L,Tier 2,Frequently,Maybe,Medium,10-20%,3.49,218207,1
25-34,2L+,Tier 2,Occasionally,Maybe,Medium,20-40%,4.05,273376,1
25-34,2L+,Tier 2,Never,Maybe,Medium,10-20%,1.16,262311,1
45+,<25K,Tier 2,Frequently,Definitely,High,0%,4.35,106546,0
25-34,25-50K,Tier 3,Occasionally,No,Medium,20-40%,3.48,102173,0
45+,1L-2L,Tier 1,Never,Maybe,Low,0%,3.25,242105,1
25-34,25-50K,Tier 1,Rarely,Maybe,Low,0%,3.5,113897,0
18-24,25-50K,Tier 2,Frequently,Definitely,Medium,10-20%,4.46,161055,1
25-34,<25K,Tier 3,Frequently,Definitely,High,20-40%,3.35,64246,0
18-24,<25K,Tier 3,Never,Definitely,High,40%+,3.32,97055,0
35-44,<25K,Tier 2,Rarely,Maybe,Medium,20-40%,4.96,121716,0
25-34,<25K,Tier 1,Rarely,No,Low,40%+,4.03,107528,0
25-34,2L+,Tier 2,Frequently,Definitely,Medium,0%,2.77,282726,1
25-34,<25K,Tier 3,Never,Definitely,Medium,0%,3.83,83673,0
18-24,2L+,Tier 3,Occasionally,Definitely,Medium,10-20%,2.56,264071,1
25-34,2L+,Tier 1,Frequently,No,High,40%+,1.92,298620,1
25-34,<25K,Tier 3,Rarely,Maybe,High,20-40%,3.39,69910,0
45+,50K-1L,Tier 3,Occasionally,Maybe,Low,10-20%,4.71,176358,1
35-44,1L-2L,Tier 3,Never,Maybe,Low,10-20%,4.72,260507,1
18-24,25-50K,Tier 1,Rarely,Definitely,Medium,10-20%,2.37,107777,0
45+,2L+,Tier 3,Occasionally,Maybe,Low,20-40%,3.11,262098,1
18-24,1L-2L,Tier 2,Frequently,Definitely,Medium,10-20%,1.85,189627,0
45+,50K-1L,Tier 1,Rarely,No,Low,20-40%,4.98,190141,1
35-44,25-50K,Tier 2,Never,No,Medium,10-20%,4.92,147545,1
45+,25-50K,Tier 2,Rarely,Maybe,High,40%+,3.6,140861,0
18-24,2L+,Tier 1,Frequently,Definitely,Medium,0%,4.22,300000,1
25-34,<25K,Tier 2,Never,Definitely,High,40%+,3.86,99137,0
25-34,50K-1L,Tier 1,Frequently,Maybe,High,40%+,3.37,179882,1
35-44,2L+,Tier 2,Occasionally,No,Low,10-20%,1.21,258136,1
18-24,50K-1L,Tier 1,Rarely,No,Low,40%+,2.82,188403,1
18-24,<25K,Tier 3,Frequently,No,High,40%+,3.7,112451,0
18-24,<25K,Tier 3,Occasionally,No,Medium,40%+,3.71,89626,0
35-44,2L+,Tier 2,Never,No,Medium,10-20%,2.49,265517,1
25-34,<25K,Tier 3,Never,Maybe,Low,20-40%,4.77,77842,1
45+,1L-2L,Tier 1,Occasionally,Maybe,Medium,0%,1.67,187795,1
35-44,25-50K,Tier 2,Occasionally,Maybe,Medium,0%,3.0,143325,0
45+,2L+,Tier 3,Never,No,Medium,20-40%,3.76,299159,1
25-34,50K-1L,Tier 3,Frequently,No,High,20-40%,3.79,199447,1
35-44,1L-2L,Tier 2,Occasionally,Maybe,High,40%+,3.59,233326,1
25-34,2L+,Tier 3,Frequently,Maybe,Medium,0%,2.1,299138,1
45+,<25K,Tier 3,Never,No,Low,20-40%,1.62,56517,0
18-24,<25K,Tier 2,Frequently,Definitely,Medium,40%+,3.54,104505,1
18-24,<25K,Tier 3,Frequently,Maybe,Low,0%,3.4,83225,0
45+,<25K,Tier 3,Occasionally,No,High,10-20%,1.72,55032,0
18-24,50K-1L,Tier 3,Frequently,No,Medium,10-20%,3.82,200050,1
45+,1L-2L,Tier 3,Frequently,Maybe,Medium,0%,2.82,236392,1
35-44,25-50K,Tier 2,Frequently,Definitely,Low,0%,3.67,143839,1
35-44,50K-1L,Tier 1,Never,No,Low,10-20%,4.35,195125,0
35-44,50K-1L,Tier 1,Never,Maybe,Medium,10-20%,1.68,166042,1
18-24,25-50K,Tier 3,Rarely,No,Medium,0%,1.08,158567,0
25-34,25-50K,Tier 3,Never,No,Low,40%+,4.12,164885,0
18-24,<25K,Tier 1,Never,No,High,20-40%,3.44,98856,1
18-24,50K-1L,Tier 3,Rarely,No,Low,20-40%,3.8,190235,1
25-34,2L+,Tier 1,Rarely,Definitely,Medium,0%,4.35,300000,1
25-34,25-50K,Tier 2,Occasionally,Maybe,High,20-40%,4.21,152459,1
25-34,25-50K,Tier 2,Occasionally,Maybe,High,10-20%,4.84,148924,1
25-34,1L-2L,Tier 2,Never,Maybe,High,10-20%,3.14,225328,0
18-24,2L+,Tier 2,Frequently,Maybe,High,20-40%,2.95,277881,1
45+,2L+,Tier 2,Occasionally,Maybe,Medium,0%,2.61,212691,1
35-44,25-50K,Tier 2,Occasionally,Definitely,High,10-20%,1.61,120312,0
45+,<25K,Tier 1,Never,No,Low,40%+,3.29,73130,0
18-24,1L-2L,Tier 3,Frequently,No,Low,40%+,2.11,252953,1
25-34,2L+,Tier 1,Rarely,Maybe,Low,10-20%,4.69,297286,1
35-44,25-50K,Tier 2,Rarely,No,Medium,10-20%,3.33,109520,1
35-44,2L+,Tier 3,Never,No,High,20-40%,3.37,282702,1
45+,1L-2L,Tier 3,Never,No,Low,0%,2.42,203277,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,1.21,221568,0
18-24,50K-1L,Tier 2,Never,Maybe,Low,0%,1.13,167118,1
18-24,25-50K,Tier 2,Never,Definitely,High,40%+,2.69,146056,0
35-44,1L-2L,Tier 2,Never,Maybe,Low,40%+,1.34,197582,1
45+,50K-1L,Tier 2,Frequently,Definitely,High,0%,3.43,184980,1
35-44,50K-1L,Tier 2,Never,Maybe,High,20-40%,4.52,167899,1
35-44,2L+,Tier 3,Occasionally,No,High,10-20%,4.53,300000,1
25-34,2L+,Tier 2,Frequently,Definitely,Medium,0%,3.64,296777,1
45+,50K-1L,Tier 2,Occasionally,Definitely,Medium,20-40%,1.84,178316,0
25-34,2L+,Tier 3,Frequently,Definitely,High,40%+,4.45,294532,1
18-24,1L-2L,Tier 1,Occasionally,Maybe,High,10-20%,4.54,253695,1
35-44,<25K,Tier 2,Frequently,Definitely,Medium,40%+,1.79,99986,0
45+,1L-2L,Tier 3,Rarely,Maybe,Medium,0%,3.95,233798,1
18-24,50K-1L,Tier 3,Never,Definitely,High,40%+,2.15,174272,0
45+,50K-1L,Tier 1,Never,Maybe,Medium,40%+,4.21,170377,1
35-44,1L-2L,Tier 2,Frequently,Definitely,Low,0%,4.99,232534,1
45+,2L+,Tier 2,Occasionally,No,High,10-20%,1.12,263156,1
18-24,2L+,Tier 2,Rarely,No,High,0%,4.59,300000,1
25-34,50K-1L,Tier 3,Occasionally,Definitely,Medium,20-40%,3.49,179774,0
35-44,25-50K,Tier 2,Never,Maybe,Low,0%,4.89,144181,1
25-34,2L+,Tier 2,Never,Maybe,Medium,0%,2.86,270462,1
35-44,1L-2L,Tier 2,Occasionally,Maybe,Low,10-20%,4.39,233204,1
18-24,2L+,Tier 2,Frequently,No,Low,20-40%,1.25,268399,0
35-44,1L-2L,Tier 1,Frequently,No,High,40%+,2.34,193454,1
25-34,50K-1L,Tier 1,Occasionally,No,Low,40%+,1.27,188318,1
35-44,2L+,Tier 1,Never,Maybe,High,40%+,4.9,285691,1
18-24,1L-2L,Tier 2,Occasionally,Maybe,Low,40%+,4.27,257138,1
35-44,50K-1L,Tier 2,Never,Maybe,High,10-20%,4.41,168700,1
25-34,25-50K,Tier 3,Occasionally,Definitely,Low,20-40%,4.75,160876,1
18-24,1L-2L,Tier 3,Frequently,Definitely,Medium,10-20%,1.34,226838,1
25-34,25-50K,Tier 3,Rarely,Definitely,Low,0%,2.54,133084,1
35-44,25-50K,Tier 2,Never,No,Medium,20-40%,1.28,92911,0
45+,<25K,Tier 1,Rarely,No,Low,20-40%,1.84,73390,0
25-34,2L+,Tier 1,Frequently,Maybe,Low,40%+,1.92,245538,1
35-44,1L-2L,Tier 1,Occasionally,Definitely,High,40%+,2.88,223744,1
45+,25-50K,Tier 2,Frequently,Maybe,Low,40%+,2.07,141288,1
45+,<25K,Tier 1,Rarely,Definitely,Low,40%+,1.4,79934,0
18-24,50K-1L,Tier 3,Frequently,Definitely,Low,0%,1.67,167003,0
45+,1L-2L,Tier 3,Frequently,Maybe,Medium,40%+,1.59,196403,1
25-34,25-50K,Tier 1,Occasionally,Maybe,High,10-20%,4.89,161811,0
25-34,2L+,Tier 3,Rarely,Definitely,High,20-40%,4.04,290787,1
45+,<25K,Tier 1,Rarely,Definitely,Low,0%,4.87,52293,0
35-44,25-50K,Tier 1,Rarely,No,Low,0%,2.76,143252,1
25-34,2L+,Tier 3,Never,Maybe,Medium,20-40%,2.11,270615,1
25-34,25-50K,Tier 3,Frequently,Maybe,Low,20-40%,4.19,165949,1
18-24,1L-2L,Tier 3,Rarely,Maybe,High,20-40%,2.31,201194,1
35-44,1L-2L,Tier 3,Frequently,Maybe,High,0%,2.2,158465,1
45+,1L-2L,Tier 1,Occasionally,Definitely,Medium,10-20%,1.93,224881,1
35-44,<25K,Tier 3,Occasionally,No,Medium,10-20%,1.52,71031,0
18-24,1L-2L,Tier 3,Never,Maybe,High,20-40%,2.03,186486,1
18-24,2L+,Tier 2,Never,Definitely,Medium,0%,2.42,254630,1
35-44,25-50K,Tier 3,Occasionally,Definitely,Low,40%+,3.7,192104,1
18-24,50K-1L,Tier 3,Rarely,Definitely,Low,0%,1.25,156387,0
18-24,2L+,Tier 1,Occasionally,Definitely,Medium,20-40%,1.84,283019,1
18-24,2L+,Tier 1,Frequently,Definitely,High,0%,4.24,279386,1
35-44,1L-2L,Tier 2,Never,Maybe,Medium,0%,1.59,174093,0
18-24,<25K,Tier 3,Never,Maybe,High,0%,2.37,70294,0
45+,25-50K,Tier 3,Occasionally,No,Medium,40%+,4.46,139287,1
45+,<25K,Tier 3,Rarely,Maybe,Medium,20-40%,1.62,58202,0
25-34,25-50K,Tier 3,Rarely,Definitely,Medium,20-40%,1.33,111007,0
45+,25-50K,Tier 3,Frequently,No,Low,20-40%,2.94,134685,0
25-34,<25K,Tier 3,Never,Definitely,Low,10-20%,2.21,69097,0
35-44,2L+,Tier 2,Occasionally,Definitely,High,10-20%,3.25,257219,1
18-24,25-50K,Tier 3,Occasionally,Maybe,Medium,20-40%,4.22,151923,1
45+,<25K,Tier 3,Never,Definitely,Low,0%,1.55,26512,0
25-34,25-50K,Tier 3,Occasionally,Maybe,Medium,0%,3.32,92192,0
35-44,50K-1L,Tier 2,Never,Definitely,High,20-40%,3.02,194983,1
25-34,2L+,Tier 3,Rarely,No,Low,40%+,1.58,275940,1
18-24,1L-2L,Tier 2,Rarely,Definitely,High,40%+,3.5,233852,1
45+,25-50K,Tier 1,Occasionally,Maybe,Low,0%,2.09,92991,0
35-44,50K-1L,Tier 3,Rarely,Definitely,Medium,0%,2.95,165341,1
25-34,1L-2L,Tier 2,Rarely,Maybe,High,10-20%,1.33,208045,0
35-44,1L-2L,Tier 1,Frequently,Maybe,Low,40%+,2.84,196482,1
25-34,25-50K,Tier 2,Never,No,Low,0%,2.23,107519,0
25-34,<25K,Tier 2,Never,Maybe,Medium,0%,4.29,105946,0
18-24,25-50K,Tier 1,Occasionally,No,High,20-40%,1.23,140846,0
18-24,50K-1L,Tier 3,Never,No,High,10-20%,2.67,168311,0
25-34,1L-2L,Tier 3,Frequently,Definitely,High,40%+,2.83,243429,1
45+,25-50K,Tier 2,Occasionally,No,Medium,40%+,3.9,100718,0
35-44,<25K,Tier 1,Occasionally,Maybe,Low,10-20%,3.3,96189,0
35-44,25-50K,Tier 3,Never,Maybe,Low,0%,3.67,120621,0
18-24,2L+,Tier 2,Rarely,No,High,40%+,4.11,297246,1
45+,<25K,Tier 1,Rarely,Definitely,Low,40%+,4.45,89544,0
25-34,50K-1L,Tier 2,Rarely,No,High,40%+,2.26,199008,0
18-24,1L-2L,Tier 1,Rarely,No,Medium,20-40%,3.15,214011,1
25-34,25-50K,Tier 3,Frequently,Maybe,Medium,10-20%,4.36,156152,1
25-34,<25K,Tier 3,Occasionally,Definitely,Medium,40%+,4.96,94009,0
18-24,2L+,Tier 2,Rarely,Definitely,High,10-20%,4.56,292433,1
45+,<25K,Tier 3,Frequently,Definitely,Low,0%,2.49,71222,1
35-44,2L+,Tier 3,Occasionally,Definitely,Medium,10-20%,1.78,250886,1
18-24,50K-1L,Tier 1,Never,Maybe,High,20-40%,2.96,179318,1
